state_code,lat,lon,bird,lat_zone
DE,38.69,-75.53,Delaware Blue Hen,middle
MS,31.5,-90.52,Northern Mockingbird,middle
MN,44.82,-93.53,Common Loon,middle
VT,42.87,-72.98,Hermit Thrush,middle
NV,39.25,-117.67,Mountain Bluebird,middle
FL,30.32,-83.36,Northern Mockingbird,middle
VT,43.75,-72.43,Hermit Thrush,middle
MO,37.75,-94.39,Eastern Bluebird,middle
SC,34.5,-82.73,Carolina Wren,middle
ND,47.73,-101.09,Western Meadowlark,middle
WY,44.51,-104.41,Western Meadowlark,middle
HI,20.14,-155.61,Hawaiian Nene,low
MA,42.67,-72.46,Black-capped Chickadee,middle
KS,39.24,-95.05,Western Meadowlark,middle
NM,34.46,-107.08,Greater Roadrunner,middle
IN,39.18,-87.41,Northern Cardinal,middle
UT,37.06,-111.99,California Gull,middle
ID,42.19,-114.48,Mountain Bluebird,middle
TX,31.17,-105.26,Northern Mockingbird,middle
MO,38.88,-91.63,Eastern Bluebird,middle
NM,32.75,-107.86,Greater Roadrunner,middle
IN,41.68,-86.8,Northern Cardinal,middle
NH,44.13,-71.32,Purple Finch,middle
WY,41.7,-107.02,Western Meadowlark,middle
CA,35.4,-120.73,California Quail,middle
KS,37.8,-95.16,Western Meadowlark,middle
MI,46.06,-88.88,American Robin,middle
IA,40.48,-91.57,Eastern Goldfinch,middle
NV,39.91,-117.1,Mountain Bluebird,middle
IA,42.97,-96.44,Eastern Goldfinch,middle
PA,40.61,-78.12,Northern Cardinal,middle
IN,40.15,-87.5,Northern Cardinal,middle
WV,37.81,-81.9,Northern Cardinal,middle
NJ,41.09,-74.39,Eastern Goldfinch,middle
MO,39.14,-91.37,Eastern Bluebird,middle
ND,47.65,-98.27,Western Meadowlark,middle
WV,38.1,-81.64,Northern Cardinal,middle
KY,37.18,-86.62,Northern Cardinal,middle
MA,42.67,-72.39,Black-capped Chickadee,middle
VA,37.27,-81.06,Northern Cardinal,middle
TX,31.25,-97.05,Northern Mockingbird,middle
HI,19.36,-155.27,Hawaiian Nene,low
ME,45.59,-69.29,Chickadee,middle
VT,42.8,-72.97,Hermit Thrush,middle
CA,35.94,-120.88,California Quail,middle
AR,36.09,-94.0,Northern Mockingbird,middle
MA,42.6,-73.17,Black-capped Chickadee,middle
FL,29.73,-85.13,Northern Mockingbird,low
TN,35.44,-88.93,Northern Mockingbird,middle
PA,41.38,-77.08,Northern Cardinal,middle
MI,42.91,-84.94,American Robin,middle
WV,37.59,-80.62,Northern Cardinal,middle
TX,32.93,-96.79,Northern Mockingbird,middle
CO,40.71,-108.94,Lark Bunting,middle
MA,41.75,-70.04,Black-capped Chickadee,middle
NM,36.25,-105.18,Greater Roadrunner,middle
NJ,40.0,-74.4,Eastern Goldfinch,middle
IA,40.69,-91.9,Eastern Goldfinch,middle
OR,42.98,-117.43,Western Meadowlark,middle
DE,38.75,-75.56,Delaware Blue Hen,middle
KY,38.59,-85.28,Northern Cardinal,middle
NV,35.93,-115.47,Mountain Bluebird,middle
NY,43.6,-76.12,Eastern Bluebird,middle
MS,34.1,-88.92,Northern Mockingbird,middle
FL,30.06,-84.55,Northern Mockingbird,middle
IA,42.88,-91.29,Eastern Goldfinch,middle
ME,46.96,-69.21,Chickadee,middle
WI,43.79,-88.7,American Robin,middle
AL,34.76,-85.79,Yellowhammer,middle
WI,43.58,-91.22,American Robin,middle
SD,44.45,-101.43,Ring-necked Pheasant,middle
WA,48.59,-119.28,Willow Goldfinch,middle
IL,41.07,-90.23,Northern Cardinal,middle
UT,40.08,-112.29,California Gull,middle
NJ,40.38,-74.59,Eastern Goldfinch,middle
MN,47.69,-93.48,Common Loon,middle
IL,40.31,-91.25,Northern Cardinal,middle
MA,42.55,-73.21,Black-capped Chickadee,middle
NY,41.46,-74.43,Eastern Bluebird,middle
UT,37.35,-112.36,California Gull,middle
IN,38.06,-86.1,Northern Cardinal,middle
WV,39.55,-78.07,Northern Cardinal,middle
ND,46.02,-102.41,Western Meadowlark,middle
MI,43.57,-86.36,American Robin,middle
AK,65.69,-166.12,Willow Ptarmigan,high
TN,36.01,-88.78,Northern Mockingbird,middle
OH,41.7,-84.01,Northern Cardinal,middle
VT,44.87,-73.34,Hermit Thrush,middle
AR,33.22,-92.86,Northern Mockingbird,middle
ME,46.13,-68.05,Chickadee,middle
HI,19.61,-155.72,Hawaiian Nene,low
MS,33.02,-90.04,Northern Mockingbird,middle
VT,44.67,-71.84,Hermit Thrush,middle
MT,46.89,-104.35,Western Meadowlark,middle
SC,33.4,-81.47,Carolina Wren,middle
NE,41.55,-98.92,Western Meadowlark,middle
DC,38.83,-77.01,Not Recorded,middle
VT,43.46,-73.18,Hermit Thrush,middle
DE,39.07,-75.49,Delaware Blue Hen,middle
DE,39.51,-75.61,Delaware Blue Hen,middle
AK,68.78,-148.08,Willow Ptarmigan,high
VA,37.99,-77.56,Northern Cardinal,middle
OH,40.36,-83.38,Northern Cardinal,middle
VA,37.37,-78.25,Northern Cardinal,middle
TN,36.16,-87.02,Northern Mockingbird,middle
WY,41.04,-110.85,Western Meadowlark,middle
AK,69.41,-160.99,Willow Ptarmigan,high
AR,34.54,-90.82,Northern Mockingbird,middle
ID,45.38,-115.51,Mountain Bluebird,middle
KS,39.95,-97.52,Western Meadowlark,middle
SC,33.48,-81.64,Carolina Wren,middle
NM,33.37,-107.53,Greater Roadrunner,middle
RI,41.74,-71.65,Rhode Island Red,middle
SD,45.57,-99.44,Ring-necked Pheasant,middle
NV,39.45,-116.41,Mountain Bluebird,middle
HI,19.7,-155.1,Hawaiian Nene,low
MA,42.42,-72.32,Black-capped Chickadee,middle
NC,35.75,-82.67,Northern Cardinal,middle
MT,47.85,-105.65,Western Meadowlark,middle
NE,42.05,-96.47,Western Meadowlark,middle
NY,42.86,-77.84,Eastern Bluebird,middle
WI,43.59,-88.55,American Robin,middle
DE,38.77,-75.31,Delaware Blue Hen,middle
ID,42.8,-116.07,Mountain Bluebird,middle
DC,38.89,-77.0,Not Recorded,middle
NJ,40.91,-73.93,Eastern Goldfinch,middle
OK,35.17,-95.28,Scissor-tailed Flycatcher,middle
ME,44.54,-68.72,Chickadee,middle
FL,30.71,-85.3,Northern Mockingbird,middle
AR,33.95,-93.11,Northern Mockingbird,middle
HI,19.57,-155.68,Hawaiian Nene,low
AL,32.44,-87.44,Yellowhammer,middle
NM,36.57,-107.58,Greater Roadrunner,middle
SC,33.53,-79.27,Carolina Wren,middle
KY,38.52,-84.1,Northern Cardinal,middle
DC,38.91,-77.02,Not Recorded,middle
DC,38.91,-77.07,Not Recorded,middle
RI,41.41,-71.69,Rhode Island Red,middle
WI,43.31,-90.37,American Robin,middle
IN,41.21,-84.82,Northern Cardinal,middle
DC,38.85,-76.97,Not Recorded,middle
SD,43.62,-100.81,Ring-necked Pheasant,middle
KY,37.95,-85.4,Northern Cardinal,middle
IN,39.52,-87.53,Northern Cardinal,middle
LA,30.25,-93.0,Brown Pelican,middle
MT,48.64,-112.46,Western Meadowlark,middle
AZ,34.15,-112.53,Cactus Wren,middle
CA,40.73,-123.32,California Quail,middle
DE,38.6,-75.32,Delaware Blue Hen,middle
ID,44.36,-113.02,Mountain Bluebird,middle
OH,41.28,-81.74,Northern Cardinal,middle
CT,41.52,-72.62,American Robin,middle
MS,32.95,-89.95,Northern Mockingbird,middle
MS,32.98,-88.48,Northern Mockingbird,middle
RI,41.97,-71.44,Rhode Island Red,middle
IL,42.47,-89.2,Northern Cardinal,middle
NY,43.13,-74.47,Eastern Bluebird,middle
NY,44.57,-73.85,Eastern Bluebird,middle
PA,41.81,-80.18,Northern Cardinal,middle
NJ,40.48,-74.49,Eastern Goldfinch,middle
UT,39.59,-112.06,California Gull,middle
OH,41.05,-83.96,Northern Cardinal,middle
MS,32.89,-89.27,Northern Mockingbird,middle
AZ,33.77,-109.99,Cactus Wren,middle
DE,38.74,-75.67,Delaware Blue Hen,middle
CA,34.89,-117.6,California Quail,middle
IL,41.58,-90.25,Northern Cardinal,middle
AK,63.03,-141.94,Willow Ptarmigan,high
MA,42.68,-70.92,Black-capped Chickadee,middle
KY,37.37,-88.44,Northern Cardinal,middle
SC,34.75,-81.26,Carolina Wren,middle
AR,35.65,-91.19,Northern Mockingbird,middle
DC,38.91,-76.97,Not Recorded,middle
WA,47.06,-118.34,Willow Goldfinch,middle
NJ,41.04,-74.9,Eastern Goldfinch,middle
IL,39.37,-89.4,Northern Cardinal,middle
AK,65.41,-158.99,Willow Ptarmigan,high
IA,43.46,-92.49,Eastern Goldfinch,middle
AR,34.87,-92.32,Northern Mockingbird,middle
IN,40.24,-86.38,Northern Cardinal,middle
MI,42.23,-84.68,American Robin,middle
AL,33.25,-86.94,Yellowhammer,middle
OH,40.66,-80.59,Northern Cardinal,middle
AR,33.88,-94.2,Northern Mockingbird,middle
MN,46.2,-94.36,Common Loon,middle
MI,44.05,-83.89,American Robin,middle
AR,34.67,-94.06,Northern Mockingbird,middle
DC,38.91,-76.99,Not Recorded,middle
MO,37.52,-91.28,Eastern Bluebird,middle
OR,43.83,-118.08,Western Meadowlark,middle
IA,43.16,-93.77,Eastern Goldfinch,middle
KY,38.62,-83.04,Northern Cardinal,middle
IL,39.1,-87.97,Northern Cardinal,middle
DE,38.78,-75.2,Delaware Blue Hen,middle
ID,43.57,-111.11,Mountain Bluebird,middle
TX,33.14,-100.07,Northern Mockingbird,middle
NV,38.77,-115.6,Mountain Bluebird,middle
NM,34.71,-108.33,Greater Roadrunner,middle
SD,44.54,-102.8,Ring-necked Pheasant,middle
RI,41.92,-71.56,Rhode Island Red,middle
NM,33.91,-104.89,Greater Roadrunner,middle
ND,46.6,-103.83,Western Meadowlark,middle
NH,43.77,-72.08,Purple Finch,middle
WA,48.53,-121.41,Willow Goldfinch,middle
NY,42.51,-74.57,Eastern Bluebird,middle
LA,30.68,-91.31,Brown Pelican,middle
CO,40.29,-104.6,Lark Bunting,middle
MT,47.41,-110.57,Western Meadowlark,middle
FL,29.15,-81.71,Northern Mockingbird,low
MA,42.5,-72.38,Black-capped Chickadee,middle
CT,41.17,-73.15,American Robin,middle
VT,43.01,-73.08,Hermit Thrush,middle
AZ,36.33,-111.03,Cactus Wren,middle
PA,40.31,-76.84,Northern Cardinal,middle
SC,32.51,-80.92,Carolina Wren,middle
TX,32.46,-102.64,Northern Mockingbird,middle
WY,41.45,-107.18,Western Meadowlark,middle
ME,43.79,-70.28,Chickadee,middle
IL,38.6,-88.4,Northern Cardinal,middle
MS,34.52,-88.4,Northern Mockingbird,middle
ID,46.94,-116.2,Mountain Bluebird,middle
KY,37.76,-84.01,Northern Cardinal,middle
ND,46.81,-102.91,Western Meadowlark,middle
LA,31.75,-91.37,Brown Pelican,middle
AR,35.01,-92.13,Northern Mockingbird,middle
CT,41.97,-72.36,American Robin,middle
CA,40.47,-120.22,California Quail,middle
PA,41.22,-78.83,Northern Cardinal,middle
SC,33.21,-80.26,Carolina Wren,middle
DE,39.03,-75.56,Delaware Blue Hen,middle
NE,42.74,-103.68,Western Meadowlark,middle
OH,41.0,-81.14,Northern Cardinal,middle
NE,41.46,-101.62,Western Meadowlark,middle
CA,40.96,-120.61,California Quail,middle
CA,41.34,-122.47,California Quail,middle
WA,45.77,-122.65,Willow Goldfinch,middle
MT,47.68,-111.8,Western Meadowlark,middle
VT,43.57,-73.08,Hermit Thrush,middle
IN,38.84,-85.1,Northern Cardinal,middle
NY,42.66,-76.85,Eastern Bluebird,middle
CT,41.56,-72.37,American Robin,middle
NC,36.53,-80.49,Northern Cardinal,middle
UT,40.41,-111.09,California Gull,middle
IL,40.77,-89.92,Northern Cardinal,middle
VT,44.68,-72.7,Hermit Thrush,middle
PA,41.77,-77.98,Northern Cardinal,middle
LA,31.7,-93.42,Brown Pelican,middle
RI,41.37,-71.77,Rhode Island Red,middle
OK,35.21,-97.51,Scissor-tailed Flycatcher,middle
PA,40.48,-76.6,Northern Cardinal,middle
MS,31.81,-89.59,Northern Mockingbird,middle
MO,37.18,-93.86,Eastern Bluebird,middle
VT,43.23,-73.11,Hermit Thrush,middle
VA,38.1,-77.1,Northern Cardinal,middle
RI,41.89,-71.52,Rhode Island Red,middle
MS,31.34,-90.66,Northern Mockingbird,middle
KY,38.04,-83.02,Northern Cardinal,middle
RI,41.67,-71.61,Rhode Island Red,middle
NC,35.82,-82.01,Northern Cardinal,middle
NJ,41.01,-74.16,Eastern Goldfinch,middle
VT,44.88,-72.13,Hermit Thrush,middle
VT,44.74,-72.64,Hermit Thrush,middle
NY,41.29,-73.75,Eastern Bluebird,middle
CA,37.99,-118.58,California Quail,middle
WY,41.94,-107.71,Western Meadowlark,middle
NM,35.48,-108.5,Greater Roadrunner,middle
UT,41.75,-112.59,California Gull,middle
AR,35.89,-92.88,Northern Mockingbird,middle
MI,46.24,-89.54,American Robin,middle
NJ,40.61,-74.42,Eastern Goldfinch,middle
IN,38.22,-87.28,Northern Cardinal,middle
SD,44.24,-102.12,Ring-necked Pheasant,middle
DE,38.49,-75.47,Delaware Blue Hen,middle
WI,44.8,-88.08,American Robin,middle
MD,39.5,-79.26,Baltimore Oriole,middle
NH,42.96,-72.32,Purple Finch,middle
VA,37.05,-76.91,Northern Cardinal,middle
MD,38.74,-75.78,Baltimore Oriole,middle
HI,20.62,-156.43,Hawaiian Nene,low
NJ,40.22,-74.66,Eastern Goldfinch,middle
NE,41.4,-96.43,Western Meadowlark,middle
WY,42.56,-109.88,Western Meadowlark,middle
SD,45.01,-100.88,Ring-necked Pheasant,middle
OR,43.55,-117.24,Western Meadowlark,middle
ND,47.93,-100.64,Western Meadowlark,middle
VA,37.54,-80.01,Northern Cardinal,middle
VT,44.37,-72.7,Hermit Thrush,middle
KY,36.99,-82.98,Northern Cardinal,middle
FL,30.57,-85.33,Northern Mockingbird,middle
NV,40.32,-118.11,Mountain Bluebird,middle
SC,33.44,-80.24,Carolina Wren,middle
VT,44.74,-71.91,Hermit Thrush,middle
ID,45.04,-115.16,Mountain Bluebird,middle
ME,44.32,-69.92,Chickadee,middle
AK,60.8,-142.0,Willow Ptarmigan,high
WY,43.84,-107.09,Western Meadowlark,middle
VA,38.29,-78.49,Northern Cardinal,middle
IL,38.57,-88.56,Northern Cardinal,middle
GA,31.49,-82.69,Brown Thrasher,middle
FL,27.44,-80.87,Northern Mockingbird,low
ME,45.69,-69.57,Chickadee,middle
ID,48.19,-116.93,Mountain Bluebird,middle
LA,29.64,-92.61,Brown Pelican,low
NJ,39.69,-75.45,Eastern Goldfinch,middle
AK,67.35,-154.76,Willow Ptarmigan,high
NH,43.58,-71.08,Purple Finch,middle
WA,46.7,-123.73,Willow Goldfinch,middle
MS,33.03,-90.2,Northern Mockingbird,middle
HI,19.82,-155.29,Hawaiian Nene,low
KS,37.07,-98.59,Western Meadowlark,middle
MS,34.0,-89.18,Northern Mockingbird,middle
RI,41.85,-71.57,Rhode Island Red,middle
PA,40.72,-79.11,Northern Cardinal,middle
CT,41.9,-72.09,American Robin,middle
AZ,32.12,-109.07,Cactus Wren,middle
FL,27.58,-82.43,Northern Mockingbird,low
IA,43.27,-94.87,Eastern Goldfinch,middle
KS,37.13,-99.69,Western Meadowlark,middle
MA,41.65,-70.19,Black-capped Chickadee,middle
OR,44.37,-119.81,Western Meadowlark,middle
ID,44.2,-115.9,Mountain Bluebird,middle
WA,48.24,-121.32,Willow Goldfinch,middle
AK,68.02,-155.82,Willow Ptarmigan,high
NJ,39.32,-75.22,Eastern Goldfinch,middle
UT,38.8,-114.04,California Gull,middle
NH,43.46,-71.15,Purple Finch,middle
SD,44.34,-99.0,Ring-necked Pheasant,middle
FL,30.11,-85.24,Northern Mockingbird,middle
MA,42.14,-72.74,Black-capped Chickadee,middle
ME,44.63,-67.63,Chickadee,middle
WV,39.2,-80.81,Northern Cardinal,middle
MI,42.37,-85.53,American Robin,middle
IA,42.64,-93.36,Eastern Goldfinch,middle
AK,56.87,-132.74,Willow Ptarmigan,middle
SD,44.55,-98.95,Ring-necked Pheasant,middle
HI,20.79,-156.44,Hawaiian Nene,low
MO,38.1,-94.61,Eastern Bluebird,middle
AL,33.53,-86.05,Yellowhammer,middle
NM,36.43,-103.95,Greater Roadrunner,middle
MD,38.61,-76.81,Baltimore Oriole,middle
NJ,41.12,-74.54,Eastern Goldfinch,middle
MS,33.57,-91.1,Northern Mockingbird,middle
AK,68.36,-164.3,Willow Ptarmigan,high
DC,38.87,-77.03,Not Recorded,middle
AL,31.59,-86.76,Yellowhammer,middle
AL,31.5,-85.26,Yellowhammer,middle
MS,33.55,-90.49,Northern Mockingbird,middle
NJ,40.29,-74.62,Eastern Goldfinch,middle
AZ,35.22,-114.24,Cactus Wren,middle
MT,46.38,-105.47,Western Meadowlark,middle
MO,37.18,-93.67,Eastern Bluebird,middle
OH,40.91,-83.13,Northern Cardinal,middle
CO,40.41,-107.01,Lark Bunting,middle
NM,35.35,-107.7,Greater Roadrunner,middle
ND,46.55,-98.48,Western Meadowlark,middle
OH,40.96,-81.73,Northern Cardinal,middle
MD,39.45,-75.83,Baltimore Oriole,middle
ND,47.06,-103.96,Western Meadowlark,middle
IA,41.89,-95.33,Eastern Goldfinch,middle
TX,33.72,-98.72,Northern Mockingbird,middle
ND,46.51,-99.49,Western Meadowlark,middle
VA,37.87,-79.72,Northern Cardinal,middle
TN,36.31,-85.62,Northern Mockingbird,middle
MS,33.81,-89.09,Northern Mockingbird,middle
NY,42.54,-76.15,Eastern Bluebird,middle
NV,38.2,-117.43,Mountain Bluebird,middle
RI,41.61,-71.68,Rhode Island Red,middle
AL,34.56,-86.54,Yellowhammer,middle
OR,44.8,-120.04,Western Meadowlark,middle
MS,33.88,-89.01,Northern Mockingbird,middle
IA,41.08,-95.25,Eastern Goldfinch,middle
VT,45.0,-72.54,Hermit Thrush,middle
UT,38.26,-110.13,California Gull,middle
SC,33.92,-81.57,Carolina Wren,middle
CO,40.28,-108.5,Lark Bunting,middle
KY,36.88,-86.63,Northern Cardinal,middle
LA,31.84,-92.77,Brown Pelican,middle
LA,31.63,-92.74,Brown Pelican,middle
CA,34.99,-117.39,California Quail,middle
SC,34.86,-82.28,Carolina Wren,middle
WI,43.18,-89.15,American Robin,middle
MS,31.09,-91.22,Northern Mockingbird,middle
RI,41.85,-71.65,Rhode Island Red,middle
CT,42.02,-71.92,American Robin,middle
UT,41.21,-111.87,California Gull,middle
IL,41.54,-88.11,Northern Cardinal,middle
WV,38.97,-78.6,Northern Cardinal,middle
FL,26.93,-80.53,Northern Mockingbird,low
VT,44.25,-72.66,Hermit Thrush,middle
IL,39.07,-89.9,Northern Cardinal,middle
AZ,33.16,-111.64,Cactus Wren,middle
AR,35.57,-94.03,Northern Mockingbird,middle
RI,41.4,-71.68,Rhode Island Red,middle
PA,40.79,-79.43,Northern Cardinal,middle
ND,46.61,-96.85,Western Meadowlark,middle
IL,41.23,-90.31,Northern Cardinal,middle
MD,38.67,-76.89,Baltimore Oriole,middle
WV,39.33,-79.53,Northern Cardinal,middle
NV,39.92,-118.08,Mountain Bluebird,middle
FL,28.88,-81.39,Northern Mockingbird,low
KY,37.69,-86.12,Northern Cardinal,middle
ME,45.4,-70.35,Chickadee,middle
KY,38.02,-86.36,Northern Cardinal,middle
AZ,36.61,-111.16,Cactus Wren,middle
MT,48.52,-113.4,Western Meadowlark,middle
AK,58.69,-154.3,Willow Ptarmigan,middle
KY,38.46,-85.03,Northern Cardinal,middle
ME,46.09,-69.33,Chickadee,middle
MI,43.36,-84.31,American Robin,middle
VA,37.45,-77.15,Northern Cardinal,middle
AZ,34.03,-113.76,Cactus Wren,middle
MD,38.37,-75.4,Baltimore Oriole,middle
MS,31.47,-88.95,Northern Mockingbird,middle
GA,30.87,-84.34,Brown Thrasher,middle
IL,39.62,-89.45,Northern Cardinal,middle
NV,37.73,-114.39,Mountain Bluebird,middle
WY,42.22,-106.91,Western Meadowlark,middle
VT,44.61,-72.78,Hermit Thrush,middle
MD,38.5,-77.01,Baltimore Oriole,middle
MD,38.58,-77.03,Baltimore Oriole,middle
ME,46.44,-68.5,Chickadee,middle
MI,42.06,-86.15,American Robin,middle
WY,43.83,-104.94,Western Meadowlark,middle
AR,33.83,-92.89,Northern Mockingbird,middle
MA,42.31,-72.86,Black-capped Chickadee,middle
TX,27.49,-99.45,Northern Mockingbird,low
RI,42.0,-71.73,Rhode Island Red,middle
MN,46.66,-94.84,Common Loon,middle
WA,46.51,-122.94,Willow Goldfinch,middle
MN,45.97,-93.36,Common Loon,middle
VA,37.4,-79.4,Northern Cardinal,middle
PA,41.35,-77.92,Northern Cardinal,middle
OK,34.17,-98.53,Scissor-tailed Flycatcher,middle
IN,38.22,-86.88,Northern Cardinal,middle
WV,38.39,-81.02,Northern Cardinal,middle
FL,29.38,-82.87,Northern Mockingbird,low
WA,46.15,-120.53,Willow Goldfinch,middle
UT,38.13,-113.49,California Gull,middle
VA,37.58,-79.07,Northern Cardinal,middle
OH,39.71,-83.51,Northern Cardinal,middle
MI,43.87,-86.14,American Robin,middle
WV,38.46,-79.7,Northern Cardinal,middle
MD,39.45,-77.53,Baltimore Oriole,middle
IL,40.84,-90.04,Northern Cardinal,middle
IN,38.52,-86.64,Northern Cardinal,middle
NM,34.48,-107.3,Greater Roadrunner,middle
AR,33.12,-92.6,Northern Mockingbird,middle
WY,44.43,-110.81,Western Meadowlark,middle
WY,43.96,-110.12,Western Meadowlark,middle
AR,35.22,-93.46,Northern Mockingbird,middle
OR,44.87,-119.69,Western Meadowlark,middle
OK,36.68,-95.22,Scissor-tailed Flycatcher,middle
CO,37.74,-104.45,Lark Bunting,middle
IL,39.24,-88.64,Northern Cardinal,middle
AL,31.3,-87.77,Yellowhammer,middle
NY,44.02,-75.37,Eastern Bluebird,middle
NY,42.36,-78.11,Eastern Bluebird,middle
MI,45.78,-87.21,American Robin,middle
KY,37.81,-87.72,Northern Cardinal,middle
NY,44.26,-74.01,Eastern Bluebird,middle
MS,32.82,-89.38,Northern Mockingbird,middle
TN,36.53,-86.85,Northern Mockingbird,middle
RI,41.67,-71.75,Rhode Island Red,middle
PA,41.74,-76.65,Northern Cardinal,middle
RI,41.87,-71.41,Rhode Island Red,middle
MS,33.32,-88.89,Northern Mockingbird,middle
MT,46.32,-110.67,Western Meadowlark,middle
KY,37.95,-84.09,Northern Cardinal,middle
AL,33.55,-85.68,Yellowhammer,middle
CT,41.32,-72.98,American Robin,middle
IA,43.02,-92.46,Eastern Goldfinch,middle
HI,19.17,-155.45,Hawaiian Nene,low
FL,28.4,-82.55,Northern Mockingbird,low
UT,37.62,-112.65,California Gull,middle
NJ,40.43,-74.7,Eastern Goldfinch,middle
NY,40.79,-73.28,Eastern Bluebird,middle
MN,44.8,-96.07,Common Loon,middle
MD,39.33,-77.24,Baltimore Oriole,middle
WI,42.53,-88.38,American Robin,middle
SC,34.23,-80.28,Carolina Wren,middle
TN,35.82,-83.81,Northern Mockingbird,middle
MT,45.8,-108.68,Western Meadowlark,middle
SD,44.28,-102.13,Ring-necked Pheasant,middle
KS,37.04,-101.91,Western Meadowlark,middle
KY,36.93,-86.81,Northern Cardinal,middle
WI,43.89,-90.06,American Robin,middle
SC,33.53,-80.17,Carolina Wren,middle
CT,41.7,-72.77,American Robin,middle
PA,41.44,-77.44,Northern Cardinal,middle
UT,40.02,-112.2,California Gull,middle
VT,44.7,-71.95,Hermit Thrush,middle
NC,35.76,-78.08,Northern Cardinal,middle
HI,19.78,-155.93,Hawaiian Nene,low
IA,41.94,-90.36,Eastern Goldfinch,middle
DC,38.99,-77.04,Not Recorded,middle
MS,32.64,-90.42,Northern Mockingbird,middle
WA,47.04,-119.04,Willow Goldfinch,middle
KY,37.16,-83.56,Northern Cardinal,middle
TX,30.82,-101.06,Northern Mockingbird,middle
IN,41.01,-87.03,Northern Cardinal,middle
ME,45.27,-70.02,Chickadee,middle
AL,31.61,-86.18,Yellowhammer,middle
SD,43.91,-99.3,Ring-necked Pheasant,middle
NC,36.38,-79.98,Northern Cardinal,middle
ND,46.94,-97.14,Western Meadowlark,middle
MS,33.99,-88.32,Northern Mockingbird,middle
NE,42.99,-103.38,Western Meadowlark,middle
TN,35.67,-87.81,Northern Mockingbird,middle
NE,42.73,-97.72,Western Meadowlark,middle
VT,43.29,-72.95,Hermit Thrush,middle
SD,43.05,-99.09,Ring-necked Pheasant,middle
WV,38.21,-82.17,Northern Cardinal,middle
MA,42.6,-71.0,Black-capped Chickadee,middle
NJ,40.58,-74.7,Eastern Goldfinch,middle
NJ,40.16,-74.64,Eastern Goldfinch,middle
AR,35.36,-91.43,Northern Mockingbird,middle
NV,36.9,-115.19,Mountain Bluebird,middle
KS,38.78,-95.1,Western Meadowlark,middle
CT,41.84,-73.3,American Robin,middle
MS,33.54,-90.8,Northern Mockingbird,middle
ME,46.72,-69.3,Chickadee,middle
OK,36.52,-95.75,Scissor-tailed Flycatcher,middle
DE,38.55,-75.08,Delaware Blue Hen,middle
OR,44.91,-119.45,Western Meadowlark,middle
NH,43.04,-71.06,Purple Finch,middle
AK,63.57,-156.19,Willow Ptarmigan,high
HI,19.7,-155.1,Hawaiian Nene,low
NJ,39.76,-75.32,Eastern Goldfinch,middle
MA,42.11,-71.98,Black-capped Chickadee,middle
ME,44.67,-68.09,Chickadee,middle
